objectid,stationid,sampledate,trawlnumber,debristype,count,comments,latitude,longitude,stratum,Type,abandoned,Replaces,areaweight,region,type
2408,B18-10290,2018-07-19T00:00:00Z,1,Leaves/Seed Pod,0,NA,34.2068,-119.56755,Outer Shelf,Revisit,No,NA,23.28776249,East Santa Barbara Channel,Biodegradable
2409,B18-10291,2018-07-19T00:00:00Z,1,Kelp Stipe/Blade,2,Macrocystis,34.19691,-119.57135,Outer Shelf,New Site,No,NA,23.28776249,East Santa Barbara Channel,Marine_Originated
2410,B18-10291,2018-07-19T00:00:00Z,1,Seagrass,0,NA,34.19691,-119.57135,Outer Shelf,New Site,No,NA,23.28776249,East Santa Barbara Channel,Marine_Originated
2411,B18-10292,2018-07-19T00:00:00Z,1,None,0,No debris present,34.19563,-119.63735,Upper Slope,New Site,No,NA,125.2249344,East Santa Barbara Channel,None
2412,B18-10294,2018-07-20T00:00:00Z,1,Kelp Stipe/Blade,1,Macrocystis,34.13289,-119.37902,Outer Shelf,Revisit,No,NA,23.28776249,East Santa Barbara Channel,Marine_Originated
2413,B18-10294,2018-07-20T00:00:00Z,1,Other Plastic (comment req.),1,plastic sheet,34.13289,-119.37902,Outer Shelf,Revisit,No,NA,23.28776249,East Santa Barbara Channel,Plastic
2414,B18-10294,2018-07-20T00:00:00Z,1,Rock,0,NA,34.13289,-119.37902,Outer Shelf,Revisit,No,NA,23.28776249,East Santa Barbara Channel,Marine_Originated
2415,B18-10296,2018-07-20T00:00:00Z,1,Kelp Stipe/Blade,1,NA,34.13269,-119.36993,Outer Shelf,Revisit,No,NA,23.28776249,East Santa Barbara Channel,Marine_Originated
2416,B18-10296,2018-07-20T00:00:00Z,1,Stick/Branch/Driftwood,0,NA,34.13269,-119.36993,Outer Shelf,Revisit,No,NA,23.28776249,East Santa Barbara Channel,Biodegradable
2417,B18-10297,2018-07-20T00:00:00Z,1,Fishing Gear,1,hook,34.12282,-119.3313,Outer Shelf,Revisit,No,NA,23.28776249,East Santa Barbara Channel,Metal
2418,B18-10297,2018-07-20T00:00:00Z,1,Fishing Line/Net,1,monofilament,34.12282,-119.3313,Outer Shelf,Revisit,No,NA,23.28776249,East Santa Barbara Channel,Plastic
2419,B18-10297,2018-07-20T00:00:00Z,1,Kelp Stipe/Blade,6,NA,34.12282,-119.3313,Outer Shelf,Revisit,No,NA,23.28776249,East Santa Barbara Channel,Marine_Originated
2420,B18-10297,2018-07-20T00:00:00Z,1,Rock,0,NA,34.12282,-119.3313,Outer Shelf,Revisit,No,NA,23.28776249,East Santa Barbara Channel,Marine_Originated
2421,B18-10297,2018-07-20T00:00:00Z,1,Seagrass,0,NA,34.12282,-119.3313,Outer Shelf,Revisit,No,NA,23.28776249,East Santa Barbara Channel,Marine_Originated
2422,B18-10297,2018-07-20T00:00:00Z,1,Stick/Branch/Driftwood,0,stick,34.12282,-119.3313,Outer Shelf,Revisit,No,NA,23.28776249,East Santa Barbara Channel,Biodegradable
2423,B18-10307,2018-08-17T00:00:00Z,1,Kelp Stipe/Blade,1,Cystoseira,33.95713,-118.59299,Outer Shelf,Revisit,No,NA,23.28776249,Santa Monica Bay,Marine_Originated
2424,B18-10310,2018-08-16T00:00:00Z,1,Kelp Stipe/Blade,1,Macrocystis,33.76748,-118.45901,Mid Shelf,Revisit,No,NA,67.32610042,Santa Monica Bay,Marine_Originated
2425,B18-10310,2018-08-16T00:00:00Z,1,Rock,0,NA,33.76748,-118.45901,Mid Shelf,Revisit,No,NA,67.32610042,Santa Monica Bay,Marine_Originated
2426,B18-10325,2018-07-18T00:00:00Z,1,Food Bag/Wrapper,1,NA,34.26184,-119.80546,Upper Slope,New Site,No,NA,125.2249344,East Santa Barbara Channel,Plastic
2427,B18-10325,2018-07-18T00:00:00Z,1,Stick/Branch/Driftwood,0,NA,34.26184,-119.80546,Upper Slope,New Site,No,NA,125.2249344,East Santa Barbara Channel,Biodegradable
2428,B18-10328,2018-07-18T00:00:00Z,1,Kelp Stipe/Blade,1,NA,34.2521,-119.83736,Upper Slope,New Site,No,NA,125.2249344,East Santa Barbara Channel,Marine_Originated
2429,B18-10328,2018-07-18T00:00:00Z,1,Other Misc. (comment req.),1,String,34.2521,-119.83736,Upper Slope,New Site,No,NA,125.2249344,East Santa Barbara Channel,Miscellaneous
2430,B18-10328,2018-07-18T00:00:00Z,1,Seagrass,0,NA,34.2521,-119.83736,Upper Slope,New Site,No,NA,125.2249344,East Santa Barbara Channel,Marine_Originated
2431,B18-10332,2018-07-18T00:00:00Z,1,Other Marine (comment req.),10,Tar balls,34.17079,-119.79362,Upper Slope,New Site,No,NA,125.2249344,East Santa Barbara Channel,Marine_Originated
2432,B18-10332,2018-07-18T00:00:00Z,1,Seagrass,0,NA,34.17079,-119.79362,Upper Slope,New Site,No,NA,125.2249344,East Santa Barbara Channel,Marine_Originated
2433,B18-10332,2018-07-18T00:00:00Z,1,Stick/Branch/Driftwood,0,NA,34.17079,-119.79362,Upper Slope,New Site,No,NA,125.2249344,East Santa Barbara Channel,Biodegradable
2434,B18-10333,2018-07-18T00:00:00Z,1,Kelp Holdfast,0,NA,34.15832,-119.82782,Upper Slope,Revisit,No,NA,125.2249344,East Santa Barbara Channel,Marine_Originated
2435,B18-10333,2018-07-18T00:00:00Z,1,Kelp Stipe/Blade,3,NA,34.15832,-119.82782,Upper Slope,Revisit,No,NA,125.2249344,East Santa Barbara Channel,Marine_Originated
2436,B18-10333,2018-07-18T00:00:00Z,1,Stick/Branch/Driftwood,0,NA,34.15832,-119.82782,Upper Slope,Revisit,No,NA,125.2249344,East Santa Barbara Channel,Biodegradable
2437,B18-10338,2018-07-19T00:00:00Z,1,Cap/Lid,1,NA,34.11827,-119.62886,Upper Slope,Revisit,No,NA,125.2249344,East Santa Barbara Channel,Plastic
2438,B18-10338,2018-07-19T00:00:00Z,1,Clothing,1,shirt sleeve,34.11827,-119.62886,Upper Slope,Revisit,No,NA,125.2249344,East Santa Barbara Channel,Fabric_Cloth
2439,B18-10338,2018-07-19T00:00:00Z,1,Kelp Holdfast,0,Macrocystis,34.11827,-119.62886,Upper Slope,Revisit,No,NA,125.2249344,East Santa Barbara Channel,Marine_Originated
2440,B18-10338,2018-07-19T00:00:00Z,1,Other Plastic (comment req.),1,plastic label,34.11827,-119.62886,Upper Slope,Revisit,No,NA,125.2249344,East Santa Barbara Channel,Plastic
2441,B18-10338,2018-07-19T00:00:00Z,1,Plastic Piece (unid.),1,NA,34.11827,-119.62886,Upper Slope,Revisit,No,NA,125.2249344,East Santa Barbara Channel,Plastic
2442,B18-10338,2018-07-19T00:00:00Z,1,Rag/Cloth,1,NA,34.11827,-119.62886,Upper Slope,Revisit,No,NA,125.2249344,East Santa Barbara Channel,Fabric_Cloth
2443,B18-10339,2018-07-16T00:00:00Z,1,Rock,0,NA,34.04155,-119.19747,Upper Slope,Revisit,No,NA,125.2249344,Hueneme to Dume,Marine_Originated
2444,B18-10339,2018-07-16T00:00:00Z,1,Stick/Branch/Driftwood,0,NA,34.04155,-119.19747,Upper Slope,Revisit,No,NA,125.2249344,Hueneme to Dume,Biodegradable
2445,B18-10340,2018-07-16T00:00:00Z,1,None,0,No debris present,34.03852,-119.12566,Upper Slope,New Site,No,NA,125.2249344,Hueneme to Dume,None
2446,B18-10342,2018-09-04T00:00:00Z,3,Gorgonian Sea Fan (dead),1,NA,33.90613,-118.66631,Upper Slope,New Site,No,NA,125.2249344,Santa Monica Bay,Marine_Originated
2447,B18-10342,2018-09-04T00:00:00Z,3,Seagrass,0,NA,33.90613,-118.66631,Upper Slope,New Site,No,NA,125.2249344,Santa Monica Bay,Marine_Originated
2448,B18-10343,2018-08-16T00:00:00Z,1,Kelp Holdfast,0,Macrocystis,33.69417,-118.34703,Upper Slope,Revisit,No,NA,125.2249344,Palos Verdes Shelf,Marine_Originated
2449,B18-10343,2018-08-16T00:00:00Z,1,Other Misc. (comment req.),1,rope,33.69417,-118.34703,Upper Slope,Revisit,No,NA,125.2249344,Palos Verdes Shelf,Miscellaneous
2450,B18-10343,2018-08-16T00:00:00Z,1,Rock,0,NA,33.69417,-118.34703,Upper Slope,Revisit,No,NA,125.2249344,Palos Verdes Shelf,Marine_Originated
2451,B18-10949,2018-07-19T00:00:00Z,1,Food Bag/Wrapper,2,"potato bag, clear wrapper",34.247,-119.68242,Outer Shelf,Overdraw,No,B18-10305,23.28776249,Hueneme to Dume,Plastic
2452,B18-10949,2018-07-19T00:00:00Z,1,Leaves/Seed Pod,0,NA,34.247,-119.68242,Outer Shelf,Overdraw,No,B18-10305,23.28776249,Hueneme to Dume,Biodegradable
2453,B18-10949,2018-07-19T00:00:00Z,1,Other Plastic (comment req.),1,hagfish trap bucket,34.247,-119.68242,Outer Shelf,Overdraw,No,B18-10305,23.28776249,Hueneme to Dume,Plastic
2454,B18-10949,2018-07-19T00:00:00Z,1,Seagrass,0,NA,34.247,-119.68242,Outer Shelf,Overdraw,No,B18-10305,23.28776249,Hueneme to Dume,Marine_Originated
2455,B18-11000,2018-07-17T00:00:00Z,1,Food Bag/Wrapper,1,NA,34.22874,-119.81929,Upper Slope,Overdraw,No,B18-10337,125.2249344,Hueneme to Dume,Plastic
2456,B18-11000,2018-07-17T00:00:00Z,1,Kelp Holdfast,0,Macrocystis,34.22874,-119.81929,Upper Slope,Overdraw,No,B18-10337,125.2249344,Hueneme to Dume,Marine_Originated
2457,B18-11000,2018-07-17T00:00:00Z,1,Kelp Stipe/Blade,3,Macrocystis,34.22874,-119.81929,Upper Slope,Overdraw,No,B18-10337,125.2249344,Hueneme to Dume,Marine_Originated
2458,B18-11000,2018-07-17T00:00:00Z,1,Seagrass,0,NA,34.22874,-119.81929,Upper Slope,Overdraw,No,B18-10337,125.2249344,Hueneme to Dume,Marine_Originated
2459,B18-11000,2018-07-17T00:00:00Z,1,Stick/Branch/Driftwood,0,NA,34.22874,-119.81929,Upper Slope,Overdraw,No,B18-10337,125.2249344,Hueneme to Dume,Biodegradable
2460,B18-10321,2018-07-31T00:00:00Z,1,None,0,None,34.36301,-120.01353,Upper Slope,Revisit,Yes,no replacement,NA,NA,None
2461,B18-10322,2018-08-01T00:00:00Z,1,Foliose Algae - not kelp,3,NA,34.3446,-120.3675,Upper Slope,Revisit,No,NA,125.2249344,West Santa Barbara Channel,Marine_Originated
2462,B18-10242,2018-08-02T00:00:00Z,1,Kelp Stipe/Blade,3,Partial blades,34.42325,-120.05743,Mid Shelf,New Site,No,NA,67.32610042,West Santa Barbara Channel,Marine_Originated
2463,B18-10241,2018-08-02T00:00:00Z,1,None,0,None,34.43576,-120.23716,Mid Shelf,New Site,No,NA,67.32610042,West Santa Barbara Channel,None
2464,B18-10279,2018-08-02T00:00:00Z,2,None,0,"abundance of red crab, abandoned station",34.41861,-120.21385,Outer Shelf,New Site,Yes,no replacement,NA,NA,None
2465,B18-10838,2018-08-28T00:00:00Z,2,Kelp Stipe/Blade,0,blade,34.4126,-119.89586,Inner Shelf,New Site,No,B18-10204,40.43039795,West Santa Barbara Channel,Marine_Originated
2466,B18-10334,2018-09-25T00:00:00Z,1,Kelp Stipe/Blade,1,Low estimated weight,34.14988,-120.12125,Upper Slope,New Site,No,NA,125.2249344,West Santa Barbara Channel,Marine_Originated
2467,B18-10334,2018-09-25T00:00:00Z,1,Seagrass,0,Low estimated weight; Eelgrass blades probably greater than 10 count,34.14988,-120.12125,Upper Slope,New Site,No,NA,125.2249344,West Santa Barbara Channel,Marine_Originated
2468,B18-10327,2018-09-25T00:00:00Z,2,Kelp Stipe/Blade,1,Low estimated weight,34.25798,-120.2615,Upper Slope,New Site,No,NA,125.2249344,West Santa Barbara Channel,Marine_Originated
2469,B18-10327,2018-09-25T00:00:00Z,2,Seagrass,0,Low estimated weight; Eelgrass blades probably greater than 10 count,34.25798,-120.2615,Upper Slope,New Site,No,NA,125.2249344,West Santa Barbara Channel,Marine_Originated
2470,B18-10327,2018-09-25T00:00:00Z,2,Other Terrestrial (comment req.),1,About a 5 cm section from a Coreopsis gigantea stem decomposing (island debris); Low estimated weight,34.25798,-120.2615,Upper Slope,New Site,No,NA,125.2249344,West Santa Barbara Channel,Marine_Originated
2471,B18-10228,2018-08-14T00:00:00Z,2,None,0,No debris present,33.61865997,-118.0413437,Inner Shelf,New Site,No,NA,40.43039795,San Pedro Shelf,None
2472,B18-10260,2018-08-14T00:00:00Z,1,None,0,No debris present,33.60198975,-118.0563965,Mid Shelf,Revisit,No,NA,67.32610042,San Pedro Shelf,None
2473,B18-10227,2018-08-14T00:00:00Z,1,None,0,No debris present,33.62779999,-117.9871292,Inner Shelf,Revisit,No,NA,40.43039795,San Pedro Shelf,None
2474,B18-10225,2018-08-15T00:00:00Z,1,Kelp Holdfast,0,NA,33.65961838,-118.1306763,Inner Shelf,Revisit,No,NA,40.43039795,San Pedro Shelf,Marine_Originated
2475,B18-10225,2018-08-15T00:00:00Z,1,Kelp Stipe/Blade,3,NA,33.65961838,-118.1306763,Inner Shelf,Revisit,No,NA,40.43039795,San Pedro Shelf,Marine_Originated
2476,B18-10867,2018-08-15T00:00:00Z,1,None,0,No debris present,33.65991974,-118.0550537,Inner Shelf,New Site,No,NA,40.43039795,Orange Shelf,None
2477,B18-10313,2018-08-15T00:00:00Z,1,None,0,No debris present,33.56816864,-118.024353,Outer Shelf,New Site,No,NA,23.28776249,San Pedro Channel,None
2478,B18-10258,2018-08-16T00:00:00Z,1,Kelp Stipe/Blade,4,NA,33.64812088,-118.1490936,Mid Shelf,Revisit,No,NA,67.32610042,San Pedro Shelf,Marine_Originated
2479,B18-10258,2018-08-16T00:00:00Z,1,Other Misc. (comment req.),1,Rope (1 feet) - Photo w/one cotton glove,33.64812088,-118.1490936,Mid Shelf,Revisit,No,NA,67.32610042,San Pedro Shelf,Miscellaneous
2480,B18-10914,2018-08-16T00:00:00Z,1,None,0,No debris present,33.61119843,-118.2223816,Mid Shelf,New Site,No,NA,67.32610042,San Pedro Shelf,None
2481,B18-10262,2018-08-16T00:00:00Z,1,Kelp Stipe/Blade,2,NA,33.59503174,-118.1944809,Mid Shelf,New Site,No,NA,67.32610042,San Pedro Shelf,Marine_Originated
2482,B18-10222,2018-08-20T00:00:00Z,1,Kelp Stipe/Blade,8,NA,33.71036911,-118.2216797,Inner Shelf,New Site,No,NA,40.43039795,San Pedro Shelf,Marine_Originated
2483,B18-10220,2018-08-20T00:00:00Z,1,None,0,No debris present,33.73345184,-118.1221237,Inner Shelf,Revisit,No,NA,40.43039795,San Pedro Shelf,None
2484,B18-10223,2018-08-20T00:00:00Z,1,Kelp Stipe/Blade,20,NA,33.70500946,-118.1920471,Inner Shelf,New Site,No,NA,40.43039795,San Pedro Shelf,Marine_Originated
2485,B18-10913,2018-08-21T00:00:00Z,1,Kelp Holdfast,0,NA,33.63544846,-118.199852,Mid Shelf,Overdraw,No,B18-10261,67.32610042,San Pedro Shelf,Marine_Originated
2486,B18-10913,2018-08-21T00:00:00Z,1,Kelp Stipe/Blade,24,NA,33.63544846,-118.199852,Mid Shelf,Overdraw,No,B18-10261,67.32610042,San Pedro Shelf,Marine_Originated
2487,B18-10226,2018-08-21T00:00:00Z,1,Plastic Piece (unid.),1,NA,33.64360046,-118.0789719,Inner Shelf,Revisit,No,NA,40.43039795,San Pedro Shelf,Plastic
2488,B18-10226,2018-08-21T00:00:00Z,1,Kelp Stipe/Blade,4,NA,33.64360046,-118.0789719,Inner Shelf,Revisit,No,NA,40.43039795,San Pedro Shelf,Marine_Originated
2489,B18-10915,2018-08-21T00:00:00Z,1,Kelp Stipe/Blade,4,NA,33.6009903,-118.0717926,Outer Shelf,Overdraw,No,B18-10263,23.28776249,San Pedro Shelf,Marine_Originated
2490,B18-10314,2018-08-22T00:00:00Z,1,Other Plastic (comment req.),2,1 Pipe - 6 inch diameter and 8.5 feet / 1 Broken container 48 x 20 x 18 inches (length x width x height),33.54776001,-117.8522797,Upper Slope,Revisit,No,NA,125.2249344,Orange Shelf,Plastic
2491,B18-10314,2018-08-22T00:00:00Z,1,Kelp Stipe/Blade,3,NA,33.54776001,-117.8522797,Upper Slope,Revisit,No,NA,125.2249344,Orange Shelf,Marine_Originated
2492,B18-10973,2018-08-22T00:00:00Z,1,None,0,No debris present,33.59194183,-118.0795212,Outer Shelf,Overdraw,No,B18-10312,23.28776249,San Pedro Channel,None
2493,B18-10346,2018-09-25T00:00:00Z,1,Other Plastic (comment req.),1,Plastic container,33.53673172,-117.847847,Upper Slope,Revisit,No,NA,125.2249344,Orange Slope,Plastic
2494,B18-10346,2018-09-25T00:00:00Z,1,Lumber,2,Wood pieces,33.53673172,-117.847847,Upper Slope,Revisit,No,NA,125.2249344,Orange Slope,Biodegradable
2495,B18-10344,2018-09-25T00:00:00Z,2,Other Misc. (comment req.),0,No debris present,33.55598831,-118.0215988,Upper Slope,Revisit,No,NA,125.2249344,Orange Slope,Miscellaneous
2496,B18-10345,2018-09-26T00:00:00Z,1,None,0,No debris present,33.55551147,-118.1147308,Upper Slope,New Site,No,NA,125.2249344,Orange Slope,None
2497,B18-10862,2018-09-26T00:00:00Z,1,Kelp Holdfast,0,NA,33.68928909,-118.1919327,Inner Shelf,Overdraw,No,B18-10230,40.43039795,Orange Shelf,Marine_Originated
2498,B18-10862,2018-09-26T00:00:00Z,1,Kelp Stipe/Blade,31,NA,33.68928909,-118.1919327,Inner Shelf,Overdraw,No,B18-10230,40.43039795,Orange Shelf,Marine_Originated
2499,B18-10862,2018-09-26T00:00:00Z,1,Other Misc. (comment req.),1,Excess ball fishing line,33.68928909,-118.1919327,Inner Shelf,Overdraw,No,B18-10230,40.43039795,Orange Shelf,Miscellaneous
2507,B18-10016,2018-07-13T00:00:00Z,1,Foliose Algae - not kelp,1,NA,32.78485,-117.24055,Bays,New Site,No,NA,0.269230769,Mission Bay,Marine_Originated
2508,B18-10016,2018-07-13T00:00:00Z,1,Seagrass,0,lots of epiphytes,32.78485,-117.24055,Bays,New Site,No,NA,0.269230769,Mission Bay,Marine_Originated
2509,B18-10016,2018-07-13T00:00:00Z,2,None,0,no debris present in sample,32.78485,-117.24055,Bays,New Site,No,NA,0.269230769,Mission Bay,None
2510,B18-10017,2018-07-13T00:00:00Z,1,Foliose Algae - not kelp,1,NA,32.78401,-117.2155,Bays,Revisit,No,NA,0.269230769,Mission Bay,Marine_Originated
2511,B18-10017,2018-07-13T00:00:00Z,1,Kelp Stipe/Blade,6,NA,32.78401,-117.2155,Bays,Revisit,No,NA,0.269230769,Mission Bay,Marine_Originated
2512,B18-10017,2018-07-13T00:00:00Z,1,Seagrass,0,NA,32.78401,-117.2155,Bays,Revisit,No,NA,0.269230769,Mission Bay,Marine_Originated
2513,B18-10019,2018-07-13T00:00:00Z,1,Foliose Algae - not kelp,1,NA,32.76793,-117.24142,Bays,Revisit,No,NA,0.269230769,Mission Bay,Marine_Originated
2514,B18-10019,2018-07-13T00:00:00Z,1,Kelp Stipe/Blade,1,NA,32.76793,-117.24142,Bays,Revisit,No,NA,0.269230769,Mission Bay,Marine_Originated
2515,B18-10019,2018-07-13T00:00:00Z,1,Seagrass,0,NA,32.76793,-117.24142,Bays,Revisit,No,NA,0.269230769,Mission Bay,Marine_Originated
2516,B18-10022,2018-07-23T00:00:00Z,1,Kelp Stipe/Blade,2,blade,32.72435424,-117.1829514,Bays,Revisit,No,NA,0.269230769,San Diego Bay,Marine_Originated
2517,B18-10022,2018-07-23T00:00:00Z,1,Seagrass,0,NA,32.72435424,-117.1829514,Bays,Revisit,No,NA,0.269230769,San Diego Bay,Marine_Originated
2518,B18-10023,2018-07-23T00:00:00Z,1,None,0,no debris present in sample,32.71750433,-117.2155607,Bays,New Site,No,NA,0.269230769,San Diego Bay,None
2519,B18-10024,2018-07-23T00:00:00Z,1,None,0,no debris present in sample,32.7148,-117.18302,Bays,Revisit,No,NA,0.269230769,San Diego Bay,None
2520,B18-10030,2018-07-23T00:00:00Z,1,Kelp Holdfast,0,NA,32.68800855,-117.2299528,Bays,New Site,No,NA,0.269230769,San Diego Bay,Marine_Originated
2521,B18-10030,2018-07-23T00:00:00Z,1,Kelp Stipe/Blade,1,NA,32.68800855,-117.2299528,Bays,New Site,No,NA,0.269230769,San Diego Bay,Marine_Originated
2522,B18-10030,2018-07-23T00:00:00Z,1,Foliose Algae - not kelp,1,red algae,32.68800855,-117.2299528,Bays,New Site,No,NA,0.269230769,San Diego Bay,Marine_Originated
2523,B18-10030,2018-07-23T00:00:00Z,1,Seagrass,0,NA,32.68800855,-117.2299528,Bays,New Site,No,NA,0.269230769,San Diego Bay,Marine_Originated
2524,B18-10030,2018-07-23T00:00:00Z,1,Other Marine (comment req.),12,empty tubes; some shell hash,32.68800855,-117.2299528,Bays,New Site,No,NA,0.269230769,San Diego Bay,Marine_Originated
2525,B18-10030,2018-07-23T00:00:00Z,2,Kelp Stipe/Blade,1,NA,32.68800855,-117.2299528,Bays,New Site,No,NA,0.269230769,San Diego Bay,Marine_Originated
2526,B18-10034,2018-07-24T00:00:00Z,1,None,0,no debris present in sample,32.66518062,-117.1499572,Bays,Revisit,No,NA,0.269230769,San Diego Bay,None
2527,B18-10036,2018-07-24T00:00:00Z,1,Foliose Algae - not kelp,1,red algae,32.65847001,-117.1447356,Bays,Revisit,No,NA,0.269230769,San Diego Bay,Marine_Originated
2528,B18-10037,2018-07-24T00:00:00Z,1,Foliose Algae - not kelp,1,red algae,32.64755,-117.11819,Bays,Revisit,No,NA,0.269230769,San Diego Bay,Marine_Originated
2529,B18-10037,2018-07-24T00:00:00Z,1,Seagrass,0,eelgrass,32.64755,-117.11819,Bays,Revisit,No,NA,0.269230769,San Diego Bay,Marine_Originated
2530,B18-10039,2018-07-24T00:00:00Z,1,Foliose Algae - not kelp,1,red algae with epiphytic bryozoans,32.64157944,-117.139037,Bays,New Site,No,NA,0.269230769,San Diego Bay,Marine_Originated
2531,B18-10039,2018-07-24T00:00:00Z,1,Seagrass,0,eelgrass,32.64157944,-117.139037,Bays,New Site,No,NA,0.269230769,San Diego Bay,Marine_Originated
2532,B18-10039,2018-07-24T00:00:00Z,1,Other Marine (comment req.),4,empty Musculista,32.64157944,-117.139037,Bays,New Site,No,NA,0.269230769,San Diego Bay,Marine_Originated
2533,B18-10038,2018-07-25T00:00:00Z,1,Foliose Algae - not kelp,1,red algae,32.64283,-117.12626,Bays,New Site,No,NA,0.269230769,San Diego Bay,Marine_Originated
2534,B18-10038,2018-07-25T00:00:00Z,1,Seagrass,0,NA,32.64283,-117.12626,Bays,New Site,No,NA,0.269230769,San Diego Bay,Marine_Originated
2535,B18-10042,2018-07-25T00:00:00Z,1,Foliose Algae - not kelp,1,NA,32.62567,-117.11086,Bays,New Site,No,NA,0.269230769,San Diego Bay,Marine_Originated
2536,B18-10042,2018-07-25T00:00:00Z,1,Seagrass,0,lots of epiphytes on eelgrass,32.62567,-117.11086,Bays,New Site,No,NA,0.269230769,San Diego Bay,Marine_Originated
